#,#Contraste,#Energia,#Homogeneidad,#Momento_Hu1,#Momento_Hu2,#Momento_Hu3,#Momento_Hu4,#Momento_Hu5,#Momento_Hu6,#Momento_Hu7,#Media_Color_R,#Media_Color_G,#Media_Color_B,#Desv_Estandar_Color_R,#Desv_Estandar_Color_G,#Desv_Estandar_Color_B,#Clase
,0.9691644432985956,0.3560056746106919,10.113701369433137,0.0016129062151950344,7.196012069275162e-08,9.861555338473808e-10,1.565744201996326e-10,-9.5739390777012e-21,-3.6422036013346665e-14,6.077586262812376e-20,159.2627027027027,109.8108108108108,131.63297297297296,12.681041957498284,46.43477912034466,29.117640750465007,0.0
,0.9572460029593495,0.11782357682024303,12.24519531337874,0.001811326899891248,2.769222453296563e-07,1.3619110152866527e-10,1.72792245093515e-10,1.5978282975000634e-20,-8.735900602026933e-14,-2.1149847230134232e-20,162.56308119361555,101.75440666204025,126.78917418459403,14.080799747399574,58.72321238496057,39.099259362076765,0.0
,0.9521496276546204,0.11363116242973226,12.056879567660582,0.0018107365849661708,1.6591386248796408e-07,9.051393634329642e-12,1.741027589247604e-10,4.262080030738129e-21,6.341831606272693e-14,5.440786963032212e-21,172.37166666666667,116.46892857142858,148.18416666666667,12.786226111507766,56.16122824846206,30.57213580044414,0.0
,0.9825646529088896,0.4161913700000945,8.964017488520234,0.0013062905687666838,2.633090129880187e-08,2.964358204265631e-11,4.7567755729913475e-12,4.855697052949892e-23,3.830438307411064e-16,2.88581612555021e-23,173.4857894736842,141.7580701754386,152.62824561403508,12.053112351554168,54.12074443992718,34.32905079522414,0.0
,0.9607511693451896,0.12729427299820817,12.00691544963643,0.0015401149912111559,2.087104050937875e-07,1.5859641852899272e-10,1.5374112873652608e-11,5.764719304613908e-22,3.228049018701681e-15,4.939635154401868e-22,172.02503533212194,119.94777575879938,142.1964465980214,13.586241340258093,56.56217933834312,35.30845454378731,0.0
,0.9748619279998746,0.2816422650031638,10.914666222609624,0.0020044639966265974,1.7856227847476312e-07,1.038690816838788e-09,6.944206295632289e-10,5.176928902197865e-19,2.7723608592127976e-13,-2.8251325301685873e-19,169.0928947368421,107.5807894736842,127.44657894736842,14.229040062287508,50.56815931214786,33.87259471175742,0.0
,0.9857432119742083,0.37647667298650966,10.02764577059658,0.002291121278305903,3.3093641554700064e-06,5.520521518006874e-09,1.693766599901162e-09,4.426199834431045e-18,1.7113722540923338e-12,-2.689576383686635e-18,130.44107744107745,62.20137886804554,71.22206188872856,16.966790771705853,36.449950020874525,30.707987731979426,0.0
,0.9814354768531983,0.29713108655020626,10.638876127098404,0.0015922302861929064,2.8175693570214743e-07,8.197297901861621e-10,3.0407796984612037e-10,1.6265466743179402e-20,-9.98170454299545e-14,-1.5094047933753726e-19,157.0889707307618,102.60728823415391,109.39116107772824,21.927006091347355,52.01355997987317,47.14333070495143,0.0
,0.9658174779728858,0.27309956236784283,10.673413196461912,0.0022710219401641924,1.4585973132019583e-06,1.552393388440399e-10,1.2655053871582166e-10,1.7720682649497438e-20,1.1496185928631104e-13,-7.764054049247474e-22,157.73411371237458,99.10312151616499,107.9035674470457,14.536800369407588,50.504536862479085,37.424485968922816,0.0
,0.9589986587440226,0.2908038560250288,10.553040175285005,0.0026653036597645533,7.216846803186041e-07,1.0309246471635865e-08,5.645904785739291e-09,4.0474696041425053e-17,4.371036714319746e-12,1.4736225560448192e-17,165.41101581345484,85.55950147413562,124.70302867863843,11.752429304008443,47.760145558809235,28.17288756259393,0.0
